Number,Wins,Losses,Draws,Simulations,White Time,Black Time,Fen,End Result
23,5444,350,34206,40000,0.1,0.01,8/K1Q3pk/7p/P4q1P/8/4Q3/8/8 w - - 1 72,1-0
24,5377,295,34328,40000,0.1,0.01,8/K1Q3pk/7p/P4q1P/8/4Q3/8/8 w - - 1 72,1-0
25,5613,300,34087,40000,0.1,0.01,8/K1Q3pk/7p/P4q1P/8/4Q3/8/8 w - - 1 72,1-0
""
1,540,536,8924,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
2,486,513,9001,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
3,477,536,8987,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
4,494,601,8905,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
5,484,589,8927,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
6,472,611,8917,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
7,414,594,8992,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
8,478,580,8942,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
9,488,579,8933,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
10,448,546,9006,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
11,482,588,8930,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
12,490,551,8959,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
13,467,590,8943,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
14,493,557,8950,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
15,480,539,8981,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
16,454,514,9032,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
17,481,535,8984,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
18,465,578,8957,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
19,465,561,8974,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
20,484,574,8942,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
21,487,612,8901,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
22,533,553,8914,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
23,510,588,8902,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
24,504,619,8877,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
25,424,576,9000,10000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
""
1,956,1181,17863,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
2,998,1123,17879,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
3,984,1139,17877,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
4,960,1119,17921,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
5,1006,1162,17832,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
6,948,1138,17914,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
7,898,1142,17960,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
8,1029,1135,17836,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
9,952,1155,17893,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
10,948,1148,17904,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
11,973,1182,17845,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
12,993,1167,17840,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
13,986,1145,17869,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
14,947,1095,17958,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
15,959,1167,17874,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
16,913,1164,17923,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
17,986,1132,17882,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
18,1010,1129,17861,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
19,948,1128,17924,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
20,1034,1129,17837,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
21,959,1121,17920,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
22,948,1203,17849,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
23,957,1125,17918,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
24,1006,1129,17865,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
25,981,1174,17845,20000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
""
1,1426,1732,26842,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
2,1388,1737,26875,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
3,1357,1670,26973,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
4,1567,1631,26802,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
5,1446,1681,26873,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
6,1391,1733,26876,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
7,1409,1766,26825,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
8,1418,1726,26856,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
9,1449,1719,26832,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
10,1391,1737,26872,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
11,1457,1766,26777,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
12,1500,1752,26748,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
13,1435,1762,26803,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
14,1470,1769,26761,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
15,1401,1685,26914,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
16,1468,1682,26850,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
17,1334,1715,26951,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
18,1424,1718,26858,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
19,1340,1747,26913,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
20,1401,1707,26892,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
21,1430,1730,26840,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
22,1412,1777,26811,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
23,1378,1701,26921,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
24,1406,1724,26870,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
25,1381,1691,26928,30000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
""
1,1920,2278,35802,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
2,1912,2304,35784,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
3,1870,2345,35785,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
4,1948,2343,35709,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
5,1831,2320,35849,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
6,1854,2317,35829,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
7,1950,2212,35838,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
8,1882,2332,35786,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
9,1835,2291,35874,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
10,1926,2263,35811,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
11,1992,2312,35696,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
12,1930,2357,35713,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
13,1886,2234,35880,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
14,1878,2375,35747,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
15,1910,2327,35763,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
16,1822,2323,35855,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
17,1936,2304,35760,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
18,1925,2277,35798,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
19,1924,2317,35759,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
20,1947,2285,35768,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
21,1896,2276,35828,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
22,1896,2269,35835,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
23,1931,2213,35856,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
24,1936,2277,35787,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
25,1862,2277,35861,40000,0.1,0.01,5rk1/3R2bp/2P3p1/p3p3/3pR3/3N2P1/2r2P1P/6K1 w - - 2 43,1/2-1/2
""
1,31,0,9969,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
2,44,0,9956,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
3,44,0,9956,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
4,38,0,9962,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
5,31,0,9969,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
6,28,0,9972,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
7,42,0,9958,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
8,48,0,9952,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
9,36,0,9964,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
10,32,0,9968,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
11,34,0,9966,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
12,35,0,9965,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
13,24,0,9976,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
14,43,0,9957,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
15,35,0,9965,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
16,36,0,9964,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
17,36,0,9964,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
18,41,0,9959,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
19,21,0,9979,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
20,38,0,9962,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
21,43,0,9957,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
22,32,0,9968,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
23,34,0,9966,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
24,36,0,9964,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
25,39,0,9961,10000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
""
1,80,0,19920,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
2,67,0,19933,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
3,57,0,19943,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
4,67,0,19933,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
5,56,0,19944,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
6,79,0,19921,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
7,73,0,19927,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
8,76,0,19924,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
9,64,0,19936,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
10,72,0,19928,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
11,82,0,19918,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
12,66,0,19934,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
13,61,0,19939,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
14,63,0,19937,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
15,85,0,19915,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
16,70,0,19930,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
17,69,0,19931,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
18,69,0,19931,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
19,67,0,19933,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
20,70,0,19930,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
21,67,0,19933,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
22,67,0,19933,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
23,71,0,19929,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
24,66,0,19934,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
25,77,0,19923,20000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
""
1,103,0,29897,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
2,101,0,29899,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
3,100,0,29900,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
4,110,0,29890,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
5,101,0,29899,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
6,107,0,29893,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
7,102,0,29898,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
8,121,0,29879,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
9,98,0,29902,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
10,103,0,29897,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
11,108,0,29892,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
12,97,0,29903,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
13,97,0,29903,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
14,112,0,29888,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
15,119,0,29881,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
16,101,0,29899,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
17,103,0,29897,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
18,97,0,29903,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
19,90,0,29910,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
20,109,0,29891,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
21,97,0,29903,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
22,102,0,29898,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
23,97,0,29903,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
24,99,0,29901,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
25,103,0,29897,30000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
""
1,142,0,39858,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
2,140,0,39860,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
3,147,0,39853,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
4,144,0,39856,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
5,126,0,39874,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
6,145,0,39855,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
7,144,0,39856,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
8,136,0,39864,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
9,146,0,39854,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
10,159,0,39841,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
11,147,0,39853,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
12,152,0,39848,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
13,132,0,39868,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
14,129,0,39871,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
15,157,0,39843,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
16,137,0,39863,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
17,153,0,39847,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
18,153,0,39847,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
19,146,0,39854,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
20,143,0,39857,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
21,159,0,39841,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
22,147,0,39853,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
23,153,0,39847,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
24,128,0,39872,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
25,130,0,39870,40000,0.1,0.01,8/7k/7P/8/5K2/8/8/8 w - - 7 88,1/2-1/2
""
